Image,Range_URL,Score_URL,Score,Range,Range1,Range2,ytcoreattributedstring,Range3
,https://www.youtube.com/channel/UCFNkF1zWEz-Hk1so5bMr6dg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyrPBe98mfy0FzPV_l4AaABAg,1 month ago,"KICK BACKかっこよすぎて毎日
聞きに来てしまう",KICK BACKかっこよすぎて毎日,"
    189
  ",Reply,2 replies
,https://www.youtube.com/channel/UCPP35yuDFnAElLgOsuTO91w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxpfYCcqfCLVnnF8pN4AaABAg,4 weeks ago,本当にやばい,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwMfPLfq5-VRSv9VTZ4AaABAg,1 month ago,HAYAKAWA FAM LET'S GO! ,HAYAKAWA FAM LET'S GO! ,"
    3
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_dc9-6IzVhSIKwuOG-6H-hIVylfgk60-J8gOC5hYaI_qsjkh3VqPh08pGnjToT5qI=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCni_gN2JYwiq2_MltpjsHfg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy5qqLXKcn5qERMsU54AaABAg,1 month ago,"力の入れ具合が凄すぎる、、
楽曲も好きなアーティストしかいないけど特に女王蜂に期待してる",力の入れ具合が凄すぎる、、,"
    54
  ",Reply,1 reply
https://yt3.ggpht.com/ytc/AMLnZu84cegvRCyfCrFAaNMEKBGVukDEV8oSjvNjNc2c=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC_OCpvlXpyZ4Ouz2jnB6nXg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxYHuxUCNu1bP7ISpZ4AaABAg,1 month ago,"é a primeira vez que eu leio uma obra antes de sair o anime, to ansioso pra ver essa belezura animada semanalmente ️","é a primeira vez que eu leio uma obra antes de sair o anime, to ansioso pra ver essa belezura animada semanalmente ","
    115
  ",Reply,3 replies
https://yt3.ggpht.com/ytc/AMLnZu_7Ws26GbJ0HsNK1oXvJ9JXgOZvJuBupSFL-qNJHA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCQ2tITyLjU30t9iHXYRUDiA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyp7xdJ_crOLWfrV2d4AaABAg,1 month ago,"I can't explain in words how happy I am, this trailer looks godly. I can't wait for the anime! I'm also really happy that Kenshi Yonezu made the opening song for the Chainsaw Man anime!",,"
    302
  ",Reply,3 replies
https://yt3.ggpht.com/ytc/AMLnZu992YUXlVijvOysJNR_BDIruOFy2kYaronIkhV-=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCDsDOeWO4Q_bi80IRlaAxnw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwDZUwa2Yo8j_X7um54AaABAg,1 month ago (edited),Can’t recount how many times I’ve rewatched 1:18 (and the trailer in general). It genuinely looks and sounds perfect. I cannot wait to see how they adapt some of my favorite parts of my favorite manga ever,Can’t recount how many times I’ve rewatched ,"
    130
  ",Reply,2 replies
,https://www.youtube.com/channel/UCPPoacpp9hWWLMeKTP-oWlw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxUzf629M2CoCVupUp4AaABAg,1 month ago (edited),El pv se ve simplemente asombroso tiene una animación increíble y las caras de los personajes se ven muy expresivas y realmente puedo sentir que los tengo en frente,,"
    247
  ",Reply,10 replies
,https://www.youtube.com/channel/UCnAnaa_Jl2pkeBScLTYUKOA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxWeIBwBln70fj5auJ4AaABAg,1 month ago,手描き感もちゃんとあるし、3Ｄみたいな動きの緻密さもあるし、スゴすぎる...。,,"
    84
  ",Reply,2 replies
,https://www.youtube.com/channel/UCHTuCmOuIbj6C2Pp7zvkboQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx_vPYbnuZxkS-KrEp4AaABAg,1 month ago,キャストの皆さんも言ってたけどもうこんなの劇場版って言われても信じるでしょ…クオリティから音楽まで完璧,,"
    41
  ",Reply,
,https://www.youtube.com/channel/UCb11ucyR17s-C1UkTO7GNAg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz0vXO-xIb3zA16ukJ4AaABAg,1 month ago (edited),"Ok, in this trailer I can confirm that Makima’s VA really fits the character.

And what an amazing opening, love the voice","Ok, in this trailer I can confirm that Makima’s VA really fits the character.","
    92
  ",Reply,10 replies
,https://www.youtube.com/channel/UCSXdw7fMe3F8jsOnPEyls1A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwUL0Jfoe1b6t6f6VJ4AaABAg,1 month ago,"I got goosebumps when Denji said:
""It's Chainsawin' time""",I got goosebumps when Denji said:,"
    310
  ",Reply,16 replies
,https://www.youtube.com/channel/UCJeL9XpxFLpXPwyga9wk_pg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwOeWFLh8IR4bazanN4AaABAg,1 month ago,"主題歌も挿入歌もEDも豪華すぎるしMAPPAの本気度やばい、、
制作スタッフの方々ありがとう",主題歌も挿入歌もEDも豪華すぎるしMAPPAの本気度やばい、、,"
    85
  ",Reply,3 replies
,https://www.youtube.com/channel/UCyqad_1D35xV-yRW55gMc-g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwZfs54C8l2VeNfvQR4AaABAg,1 month ago,まさか毎週ED曲変わると誰が予想しただろうか…前代未聞すぎるぜチェンソーマン！！,,"
    55
  ",Reply,2 replies
,https://www.youtube.com/channel/UCzbUpANnV2NuM4ro2ro3qCA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzwjjAcZyoRN046scV4AaABAg,1 month ago,"本当に大好きな漫画がこんなに凄い作画とアーティストによって最高になっていくなんて…
藤本たつき先生の人を惹きつける才能がすごい",本当に大好きな漫画がこんなに凄い作画とアーティストによって最高になっていくなんて…,"
    63
  ",Reply,1 reply
,https://www.youtube.com/channel/UCv8FGCjX3Kx8FNI0CMFMWBg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwDLcyxCY9B6ZbVPQ14AaABAg,1 month ago,岸辺さんの声優が思ってたのと完璧に一致しててめっちゃ興奮してるやばい,,"
    59
  ",Reply,1 reply
,https://www.youtube.com/channel/UCJ1YaNYE6WkOMiIojnOQwQQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw4YEZSWJkQZAeKS7l4AaABAg,1 month ago,"Voice actor for Kishibi is the best, gives me chills and da bumps. He also voiced Nanami",,"
    124
  ",Reply,5 replies
,https://www.youtube.com/channel/UChmkT3ZnJ30aKJAUmM-bg9Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgynInMqBp4PtEacJdB4AaABAg,1 month ago,"作曲が米津玄師で編曲が常田大希って本当に強すぎだろ
キャッチーな曲調の裏でガチャガチャいってるの最高",作曲が米津玄師で編曲が常田大希って本当に強すぎだろ,"
    57
  ",Reply,1 reply
,https://www.youtube.com/channel/UC-bK2gchTRVGowiw-UkycDQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw4Q5x-lceOHfBQtu14AaABAg,1 month ago,"KENSHI É SENSACIONAL, CELOK, NÃO É POSSIVEL QUE EXISTA UM HOMEM COM TANTO TALENTO.",,"
    410
  ",Reply,6 replies
,https://www.youtube.com/channel/UCDlSPYHszdC09Ra8KO10Bew,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwO14mi5mxwTwTQwZN4AaABAg,1 month ago (edited),米津ファンでありチェンソーマンファンの俺からすればもう狂喜乱舞どころの騒ぎじゃない...もう嬉しすぎる...,,"
    84
  ",Reply,5 replies
,https://www.youtube.com/channel/UC1ET9Cq_L5I7piYmX6gWwlQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxufUshqRSLtMRWWQ14AaABAg,1 month ago,まじでキャストもアーティストも最高すぎて感動してる,,"
    55
  ",Reply,
,https://www.youtube.com/channel/UC5qtJg3SqkTgu2Te003UTZw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw4TLxJmVbUcTagop94AaABAg,1 month ago,The frames on kobeni’s face when she’s screaming is so smooth and This is the best Mappa has ever been!,,"
    691
  ",Reply,6 replies
,https://www.youtube.com/channel/UCBx1-8HJDT6ZppI_XFO4eSg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw3ohHysHW5QN_c0jx4AaABAg,1 month ago,Chainsaw Man is already one of the best manga ever conceived. It’s not even done and the anime is about to take over the world,,"
    765
  ",Reply,45 replies
https://yt3.ggpht.com/1SlzVpksyv2c1ukAO9eGPMTvBHTaSv5CHF2J5fVC-NMGagU9TtUqUSK59aUBI0CvHZe7iTHZi8M=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC0Zii2v9j1wFidcQCh8HIFw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzYxEYmaIoWihsRyG14AaABAg,1 month ago,"Que mangá incrível, esse anime vai ser um sucesso",,"
    342
  ",Reply,6 replies
https://yt3.ggpht.com/ytc/AMLnZu_LcT0dIzzW2MTU9RIh7tKyzdfa6J2ald0dIMuWsQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCRQ4fg0Mq5rdStCMDspaTgw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwNnJSLndrgxYqSB3V4AaABAg,1 month ago,"The smoke in the fight scenes is what really sells it for me, really gives us a feeling for the power being used in the fights.",,"
    309
  ",Reply,6 replies
https://yt3.ggpht.com/ytc/AMLnZu9Ywc3RInFWysDYJPRDSL-ENJ2wlHjxI8AfDdak=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCq14kjWOD0ir0OAzxXmZGBg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxa2IVAb1VyNxzqDQR4AaABAg,1 month ago,"MAPPA really delivered with this one! Everything about this is just how I imagined while reading the manga. The colors, voice acting. Good job!!!",,"
    359
  ",Reply,14 replies
https://yt3.ggpht.com/ytc/AMLnZu8L-7o7v4nbkcVc8rrw7PTcqL9-U1wMulypQawYOX0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCD1iJxsc3pWsbqYCGK9nN1A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy4C7sjLkxp9K87Igl4AaABAg,1 month ago,I'm literally crying .. I can't imagin how the Author feels about his work turned into this gem ..!!,,"
    438
  ",Reply,4 replies
,https://www.youtube.com/channel/UCmq4DZLRIQYX8JVIGrKZx4w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz9qHIFOrzztrTKMzZ4AaABAg,1 month ago,作画だけじゃなくて主題歌に米津玄師はマジで神ってる,,"
    59
  ",Reply,
,https://www.youtube.com/channel/UCQDvybf3PhZOKFM3G1ZUwRg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxOE9dpS3Yrg9zURnZ4AaABAg,1 month ago,こんなに期待されているアニメは見たことない,,"
    41
  ",Reply,
,https://www.youtube.com/channel/UCZmg7agwHtmCC6kBlJNXSNg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy3CgrYH5FgUtJQeqZ4AaABAg,1 month ago (edited),"米津さんの曲、最初は普通にかっこいいなーぐらいしか思わなかったけど、気づけば10回以上聞いてる
中毒性やばいし、0:57の入ってくる音が好きすぎる",米津さんの曲、最初は普通にかっこいいなーぐらいしか思わなかったけど、気づけば10回以上聞いてる,"
    50
  ",Reply,
,https://www.youtube.com/channel/UCxdJjsboVhLzxeO53brqcVA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzZeDq5QBLgmwWvrQV4AaABAg,1 month ago,I swear I’m gonna play the theme song on repeat ,I swear I’m gonna play the theme song on repeat ,"
    259
  ",Reply,5 replies
,https://www.youtube.com/channel/UC8BTiuIbr4xkMz1ppB__8bQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgycQLHcv-Lo8TePj1t4AaABAg,1 month ago,アニメ映画がトップに君臨しだしているのが、日本の魅力を最大限に活かしてて良いなと思う,,"
    97
  ",Reply,7 replies
,https://www.youtube.com/channel/UCEN0RLTgbcsZD4Qggj8Iteg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyLeUSt8VQc9oA5I194AaABAg,1 month ago,"ほんとに大好きです
アニメになったら世界観変わりそうだなとか思ってたけど全然そんなことないし、米津常田ペアの音楽大好きだし、ed曲も映像も全部変わるのマジで藤本タツキと同じくらい狂ってると思うし、MAPPAの人過労死しない程度に頑張ってください！応援してます！",ほんとに大好きです,"
    70
  ",Reply,6 replies
,https://www.youtube.com/channel/UCclSJ5BYcHsjSBE-zfK_OCA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzqy5CxKsne6WaAhjl4AaABAg,1 month ago,米津玄師って作曲センスもえぐいのに歌まで上手いのほんと反則,,"
    127
  ",Reply,7 replies
,https://www.youtube.com/channel/UCi_VZ8cxaIvc_vNtVQGV9dQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwQP-lzJRd51MVu_-R4AaABAg,1 month ago,Alfin se logró ver a Kobeni y Himeno ♡ amo el trabajo de MAPPA y el op re bueno para este manga,,"
    207
  ",Reply,4 replies
,https://www.youtube.com/channel/UCgfMl85VCddpJuQ725IKGmA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxmvs1fJuEvl4M2ijJ4AaABAg,1 month ago,"ずっと待ってた………期待以上の作画と声優さんで感動しました（ ;  ; ）あまり存じ上げない声優さん方だったので、デンジくん達がどんな雰囲気になるんだろうって楽しみにしてましたが自分が想像してる以上にキャラにぴったりすぎて、「デンジくんだ…アキくんも…マキマさん…パワーちゃん…姫野先輩…っ…嗚呼…」となりました。何度も見返しました。
米津さんの曲も最高すぎる…流れるタイミングが気持ち良すぎてめちゃくちゃ興奮しました！！！公開楽しみにしてます！！",ずっと待ってた………期待以上の作画と声優さんで感動しました（ ;  ; ）あまり存じ上げない声優さん方だったので、デンジくん達がどんな雰囲気になるんだろうって楽しみにしてましたが自分が想像してる以上にキャラにぴったりすぎて、「デンジくんだ…アキくんも…マキマさん…パワーちゃん…姫野先輩…っ…嗚呼…」となりました。何度も見返しました。,"
    56
  ",Reply,3 replies
,https://www.youtube.com/channel/UCqN_QYVJLuau9xJP3ER-A9g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy9bB7UtMtDPpwCUwV4AaABAg,1 month ago,This feels like a movie. That's how good this animation is.,,"
    210
  ",Reply,3 replies
,https://www.youtube.com/channel/UC0btisibk4itrQuTmyiOm3Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxdFztcmlmtpaC4s1p4AaABAg,1 month ago,チェンソーマン、米津玄師、ハチっぽい曲調ってだけで最高なのにモー娘のサンプリングとか好きが溢れすぎてヤバい,,"
    40
  ",Reply,4 replies
,https://www.youtube.com/channel/UCWyVhXwV9z3xnu-1LytGv5Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz74Cj4XBAUCHQ7gvt4AaABAg,1 month ago,"I can't wait for the anime. I've read the manga and if Mappa does this right, this will be so freaking awesome! I'm also really impressed with the theme, too. Can't wait for the op",,"
    66
  ",Reply,1 reply
,https://www.youtube.com/channel/UCTq12CXmDgZqNIKUyo42Gdg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxJBaCff707I52ZYlJ4AaABAg,1 month ago,Never thought that I would keep playing a trailer for a 37 seconds segment. Can’t wait to listen to the full OP!,,"
    248
  ",Reply,3 replies
,https://www.youtube.com/channel/UCNpZ9roqxeLII7kp_Ir-d1Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw8hMKMPkKQJsZZ9aN4AaABAg,1 month ago,I never imagined that MAPPA will bring exact same voice actors as I imagined while reading the manga...LOVE YOU MAPPA TEAM ,I never imagined that MAPPA will bring exact same voice actors as I imagined while reading the manga...LOVE YOU MAPPA TEAM ,"
    283
  ",Reply,15 replies
,https://www.youtube.com/channel/UCIkp3a_-DMeU6HUiPyO7R0w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxDGNPFwMyWaQK4_dN4AaABAg,1 month ago,"Chainsaw man will have 12 episodes with every single episode having a different ending song from these Artists 
1. Maximum the Hormone 
2. Ano 
3. Eve 
4. Aimer
5. Kanaria
6. Syudou
7. Jooubachi (Queen Bee)
8. Zutto Mayonaka de ii no ni 
9. TK from Ling tosite Sigure
10. Tooboe,
11. Vaundy
12. PEOPLE1",Chainsaw man will have 12 episodes with every single episode having a different ending song from these Artists ,"
    213
  ",Reply,13 replies
,https://www.youtube.com/channel/UCQSXFvJ-bzYuJ3JDJV-05UQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzVmR37bdn8ZIcCEhp4AaABAg,1 month ago,"つんくさんと米津玄師さんのやり取りの記事読んだから感慨深い
それにしてもあの曲のあのフレーズがこうなるのか…天才のコラボだな",つんくさんと米津玄師さんのやり取りの記事読んだから感慨深い,"
    40
  ",Reply,1 reply
https://yt3.ggpht.com/TceEt7qgLKp2kv_tSZxQPTqb7zSQh7BTDAjDefMjloLjMS8tzl876F7xyUa3FKbuzhKzL0LU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCpyAl68GTfzlUDUYRFlHQYg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzMsFh2tpEB20FBUG94AaABAg,1 month ago,呪術廻戦より作画成長してて綺麗すぎて色々ヤバい！MAPPAさんEVE様を2つの作品も採用してるの嬉しいし大好きな米津さんもいるのまじ神,,"
    39
  ",Reply,1 reply
https://yt3.ggpht.com/tgOEns6I5onxsmc6Y72LTOM1BcHtKsB-mLT4mqHzTAwSlcH0jn5qBiBTfbwsR_audAfCO7of=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCYfGkktlfnFQlpiZ9Kp1n7Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzvng2-Q2r6XljGLZp4AaABAg,1 month ago,"Still can't get over the fact that mob psycho, my hero academia, bleach, chainsaw man, spy x family, welcome to demon school iruma kun, golden kamuy, to your eternity and blue lock are all airing in October 2022",,"
    757
  ",Reply,28 replies
https://yt3.ggpht.com/ccshvuTu88d-8jKUoK55WsrTmTBeaVjtf1ktfCx6ypmNMItXPvqVnhzQiGzFpzyP3XojMuedOvQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCdSToIQZ2XERyQ8X4uYOjvg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyvcFDSv_geY_C4aB14AaABAg,1 month ago,"前回のPV見た時よりデンジの声がよりハマってるように聞こえて鳥肌たった…
めちゃめちゃ楽しみ！チェンソーマン最高！！！",前回のPV見た時よりデンジの声がよりハマってるように聞こえて鳥肌たった…,"
    49
  ",Reply,1 reply
,https://www.youtube.com/channel/UCuV6n8zEc8fbDwpbJB-1LiQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxG_mwJRP7LzckzATN4AaABAg,1 month ago,Vale la pena seguir vivo para ver esta obra maestra,,"
    554
  ",Reply,16 replies
,https://www.youtube.com/channel/UCDP4GnzxqIuhSrNtvJYz9mw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxbIF1RRoApt-Rf-Bt4AaABAg,1 month ago,"がちでやばすぎて沸きました。もう最高すぎて10/11まで超生きます。映像もopも声もぜんぶぜんぶ天才的に半端なくかっこよくて元々チェンソーマンの虜だったのにさらに虜になりました。大好きです。ed毎回変わるなんて豪華すぎて、毎週毎週泣いちゃいそうです。本当にありがとうございます
チェンソーマン最高",がちでやばすぎて沸きました。もう最高すぎて10/11まで超生きます。映像もopも声もぜんぶぜんぶ天才的に半端なくかっこよくて元々チェンソーマンの虜だったのにさらに虜になりました。大好きです。ed毎回変わるなんて豪華すぎて、毎週毎週泣いちゃいそうです。本当にありがとうございます,"
    49
  ",Reply,3 replies
,https://www.youtube.com/channel/UCg3FzUlAINPbLPvw7GLk9Bg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxIVVT-rpjS3Pk9Nyd4AaABAg,1 month ago,"本当に映画。
キャスト、CV、主題歌、作画、全て何を取っても最強すぎて言葉が出ない。
伝説。",本当に映画。,"
    56
  ",Reply,1 reply
,https://www.youtube.com/channel/UCnoS5KGSG7ynb7BPDV1oexw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw4ji3Fgsl1uNjYsBB4AaABAg,1 month ago,"Music in this trailer suits the vibe of chainsaw man perfectly, also voice acting is soo good, I can't wait to see this adaptation",,"
    306
  ",Reply,3 replies
,https://www.youtube.com/channel/UCHiAe80tYlFvIOkHO4-nHTQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxtda7x9YTDqduv-nJ4AaABAg,1 month ago,"Mappa obviously invested a lot in Chainsaw man! They know that it's the hottest thing right now and rightfully so. As an anime-only, I am curious to watch this as I've only heard good things from manga readers. Seriously the amount of quality Mappa put out this year and has planned for next year is crazy.",,"
    171
  ",Reply,14 replies
,https://www.youtube.com/channel/UC5eh7deXcsAcOW8bNVJYgng,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxTH_CQFGyh8EB8yRZ4AaABAg,1 month ago,"最後の""努力・未来・a beautiful star""
のところの裏でさまざまな音楽が鳴り響いてるの、米津玄師とKing Gnuの独特な曲調がうまく合わさっていてリピートがやめられない。","最後の""努力・未来・a beautiful star""","
    87
  ",Reply,1 reply
,https://www.youtube.com/channel/UCyL-6ALiJ4kUBoxrTxhx1yw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyuV9zbBLR86qfqxcF4AaABAg,1 month ago,"Música, animación y trama perfectamente entrelazados. MAPPA se ha lucido una vez más. La espero con ansias",,"
    135
  ",Reply,6 replies
,https://www.youtube.com/channel/UC5UaSgg_R3-_w_WQpZCfqkg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwoXY5wJKK7zj-vRh54AaABAg,1 month ago (edited),"DIOS QUE HYPE no esperaba , un nuevo trailer y la animación Uuuuf Totalmente  seguro que ChainSawman será uno de los mejores animes de esta temporada .️","DIOS QUE HYPE no esperaba , un nuevo trailer y la animación Uuuuf Totalmente  seguro que ChainSawman será uno de los mejores animes de esta temporada .","
    338
  ",Reply,4 replies
,https://www.youtube.com/channel/UC14E3XmgyUQKYF_iro5xYNQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxlEvm67b8kt1dHu214AaABAg,1 month ago,"A liiiittle sad Eve isn’t singing the OP, but Kenshi’s voice is amazing and it sounded awesome, I can’t wait!!",,"
    243
  ",Reply,11 replies
,https://www.youtube.com/channel/UCnBttNKM2wY33l66tAku7-A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzWm5rnTpsurn286mZ4AaABAg,1 month ago,"I'm glad that they're doing a new ending every episode (far as I've heard). I think a good opening is important but in CSM's case I think the ending is a lot more important, since they usually have more emotion, in contrast to openings which are usually just ""hype"". There are so many emotions to be felt in this show, that change really quickly, so I think this is an incredible idea",,"
    54
  ",Reply,
,https://www.youtube.com/channel/UCLvMAcbm0lCMrSCYuBPD0Pg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzxk433qVnS5vx20Bl4AaABAg,1 month ago,"Encerio, Eve cada vez llega más alto en el mundo del anime, tengo muchas ganas de escuchar y ver su trabajo para está serie",,"
    92
  ",Reply,3 replies
,https://www.youtube.com/channel/UCSmLqL5zeqM5VLZwbwVgI-Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwuEFnGE5nIjlqxdq94AaABAg,1 month ago,これぞ漫画をアニメにするべき理由！って感じで好き。,,"
    56
  ",Reply,
,https://www.youtube.com/channel/UCsnd9pQj6ByPeu-XIRqXUmA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyFy44xpeN4m7967H54AaABAg,1 month ago,"eu tô tão ansiosa, tão na expectativa! isso vai ser uma obra de arte <3 denji, vc merece tudooo u","eu tô tão ansiosa, tão na expectativa! isso vai ser uma obra de arte <3 denji, vc merece tudooo ","
    116
  ",Reply,
,https://www.youtube.com/channel/UCoVoxLMYtnTAGRJAzMk2H6g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzCJ9QIujBRKypMEbB4AaABAg,1 month ago,主題歌歌ってる人もエンディング歌ってる人も神っててスゴすぎ,,"
    43
  ",Reply,1 reply
,https://www.youtube.com/channel/UCaniwCKLWQjEwkTUxRWooSA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxrbjF_LNcOg1vhMLd4AaABAg,1 month ago,米津玄師の荒々しさがまさにチェンソーマンっぽすぎて好きすぎる。。,,"
    39
  ",Reply,1 reply
,https://www.youtube.com/channel/UCYgBfJSwhg1Bye8zBFa7STw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgylFYc_TInzrp33x5V4AaABAg,1 month ago,Recuerdo haber leído este manga durante la pandemia y es una sensación inexplicable verlo ser adaptado de esta manera!,,"
    37
  ",Reply,
,https://www.youtube.com/channel/UCmF7BbO41aiTLn5-jz_LvxQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgztYY2xMUXAaNW4-rV4AaABAg,2 weeks ago,"ゾンビとコウモリがやらかした
全てはヒルに託される",ゾンビとコウモリがやらかした,"
    7
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu-KarahJQskURdsUFMZ_HUohULfbN_zfNHXJOGA9eN03FpKClvGwrYUVzewaaYC=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC30dOM86d3tPoHQ2KJsCAyg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzyUL0TUY28XpexxZF4AaABAg,1 month ago,"Голос Денджи и Пауэр подобраны просто идеально, не хорошо, а именно ИДЕАЛЬНО! Анимация как и ожидалось вышла отлично, что не удивительно, ведь после выхода фильма по Jujutsu Kaisen у студии теперь больше средств на качественную анимацию для своих работ. Надеюсь деньги с фильма так же пойдут на улучшение анимации во 2 сезоне JJK. MAPPA молодцы, делать  несколько аниме и аниме фильмы одновременно и быстро это в индустрии называется "" ИМБОВАЯ ИМБА"" !",,"
    271
  ",Reply,13 replies
https://yt3.ggpht.com/1mKbrhtkgsgx6_1tl8Mq02Ai6h10wkS-KNZ1V969ClMIk-2SRf62Fx9yk2sXz6o_-soq98fyww=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCgJ38UA54kOWQtIXy7lIGNg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw0tS1hVuANU6Ln6ed4AaABAg,1 month ago,"詐欺言うてる人いるけどどのpv見ても上手いことCGのとこだけ使ってないんよな
今は今後の作画がPV通りになるのを祈るしか…",詐欺言うてる人いるけどどのpv見ても上手いことCGのとこだけ使ってないんよな,"
    13
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu-rKxJrQI-yXcAHIvFPXMaiWxVPiR-bjA31v_Dwrw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCbcuDsXkDb5flavXwx-2dyw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzzLn9Fxr9DIANT9d54AaABAg,1 month ago,A un día de ver en acción al Pibe Motosierra,,"
    0
  ",Reply,
